Name,Sex,Age,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
Shingo Suetsugu,M,20.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 200 metres,
Shingo Suetsugu,M,20.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,
Shingo Suetsugu,M,24.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,
Shingo Suetsugu,M,24.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 100 metres Relay,
Shingo Suetsugu,M,28.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 200 metres,
Shingo Suetsugu,M,28.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
Satoko Suetsuna,F,27.0,Japan-1,JPN,2008 Summer,2008,Summer,Beijing,Badminton,Badminton Women's Doubles,
Satoko Suetsuna,F,31.0,Japan-2,JPN,2012 Summer,2012,Summer,London,Badminton,Badminton Women's Doubles,
Hayato Sueyoshi,M,23.0,Japan,JPN,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",
Patrick Suffo Kengn,M,22.0,Cameroon,CMR,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Gold
Kyoji Suga,M,32.0,Japan,JPN,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 10 kilometres Sprint,
Kyoji Suga,M,32.0,Japan,JPN,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,
Kyoji Suga,M,32.0,Japan,JPN,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 20 kilometres,
Kyoji Suga,M,32.0,Japan,JPN,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,
Kyoji Suga,M,36.0,Japan,JPN,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 10 kilometres Sprint,
Kyoji Suga,M,36.0,Japan,JPN,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 15 kilometres Mass Start,
Kyoji Suga,M,36.0,Japan,JPN,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 20 kilometres,
Kyoji Suga,M,36.0,Japan,JPN,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,
Chieko Sugawara,F,27.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Women's Foil, Individual",
Chieko Sugawara,F,31.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Women's Foil, Individual",
Chieko Sugawara,F,35.0,Japan,JPN,2012 Summer,2012,Summer,London,Fencing,"Fencing Women's Foil, Individual",
Chieko Sugawara,F,35.0,Japan,JPN,2012 Summer,2012,Summer,London,Fencing,"Fencing Women's Foil, Team",
Noriko Sugawara-Narazaki,F,27.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Judo,Judo Women's Half-Lightweight,Silver
Tommy Sugiarto,M,28.0,Indonesia,INA,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Men's Singles,
Takanori Sugibayashi,M,24.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Triple Jump,
Takanori Sugibayashi,M,28.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Triple Jump,
Aiko Sugihara,F,16.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,
Aiko Sugihara,F,16.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,
Aiko Sugihara,F,16.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,
Aiko Sugihara,F,16.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,
Aiko Sugihara,F,16.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,
Miho Sugimori,F,26.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 800 metres,
Teruhiro Sugimori,M,23.0,Japan,JPN,2006 Winter,2006,Winter,Torino,Speed Skating,"Speed Skating Men's 1,500 metres",
Teruhiro Sugimori,M,23.0,Japan,JPN,2006 Winter,2006,Winter,Torino,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),
Teruhiro Sugimori,M,27.0,Japan,JPN,2010 Winter,2010,Winter,Vancouver,Speed Skating,"Speed Skating Men's 1,000 metres",
Teruhiro Sugimori,M,27.0,Japan,JPN,2010 Winter,2010,Winter,Vancouver,Speed Skating,"Speed Skating Men's 1,500 metres",
Teruhiro Sugimori,M,27.0,Japan,JPN,2010 Winter,2010,Winter,Vancouver,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),
Kenyu Sugimoto,M,19.0,Japan,JPN,2012 Summer,2012,Summer,London,Football,Football Men's Football,
Mika Sugimoto,F,27.0,Japan,JPN,2012 Summer,2012,Summer,London,Judo,Judo Women's Heavyweight,Silver
Sayuri Sugimoto,F,20.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,
Yuichi Sugita,M,27.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Singles,
Taizo Sugitani,M,24.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Individual",
Taizo Sugitani,M,24.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Team",
Taizo Sugitani,M,28.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Individual",
Taizo Sugitani,M,28.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team",
Taizo Sugitani,M,32.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Individual",
Taizo Sugitani,M,36.0,Japan,JPN,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Individual",
Taizo Sugitani,M,40.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",
Taizo Sugitani,M,40.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",
Toshiya Sugiuchi,M,19.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,
Toshiya Sugiuchi,M,27.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,
Masanori Sugiura,M,32.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,
Ai Sugiyama,F,25.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Tennis,Tennis Women's Singles,
Ai Sugiyama,F,25.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Tennis,Tennis Women's Doubles,
Ai Sugiyama,F,29.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Tennis,Tennis Women's Singles,
Ai Sugiyama,F,29.0,Japan-2,JPN,2004 Summer,2004,Summer,Athina,Tennis,Tennis Women's Doubles,
Ai Sugiyama,F,33.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Singles,
Ai Sugiyama,F,33.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Doubles,
Sachiko Sugiyama,F,24.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Women's Volleyball,
Sachiko Sugiyama,F,28.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,
Mahau Camargo Suguimati,M,23.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 400 metres Hurdles,
Mahau Camargo Suguimati,M,31.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,
Fumie Suguri,F,21.0,Japan,JPN,2002 Winter,2002,Winter,Salt Lake City,Figure Skating,Figure Skating Women's Singles,
Fumie Suguri,F,25.0,Japan,JPN,2006 Winter,2006,Winter,Torino,Figure Skating,Figure Skating Women's Singles,
Suh Hyo-Won,F,29.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Singles,
Suh Hyo-Won,F,29.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Team,
Mojca Suhadolc,F,27.0,Slovenia,SLO,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Downhill,
Mojca Suhadolc,F,27.0,Slovenia,SLO,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Super G,
Ibrahim Suhaimi,M,20.0,Malaysia,MAS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,
Sui Baoku,M,19.0,China,CHN,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",
Sui Feifei,F,25.0,China,CHN,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,
Sui Feifei,F,29.0,China,CHN,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,
Sui Jianshuang,F,19.0,China,CHN,2008 Summer,2008,Summer,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
Sui Lu,F,20.0,China,CHN,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,
Sui Lu,F,20.0,China,CHN,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Floor Exercise,
Sui Lu,F,20.0,China,CHN,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Balance Beam,Silver
Sui Ran,M,24.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,
Sui Shengsheng,M,28.0,China,CHN,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,
Silja Suija,F,31.0,Estonia,EST,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,
Silja Suija,F,31.0,Estonia,EST,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,
Ella Suitiala,F,24.0,Finland,FIN,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Women's Halfpipe,
Edita ujanov,F,23.0,Czech Republic,CZE,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,
Diana Sujew,F,25.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",
Cyril Suk,M,37.0,Czech Republic-1,CZE,2004 Summer,2004,Summer,Athina,Tennis,Tennis Men's Doubles,
Suk Hyun-Jun,M,25.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
Sukari,M,26.0,Indonesia,INA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,
Aleksandr Nikolayevich Sukhorukov,M,20.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Freestyle,
Aleksandr Nikolayevich Sukhorukov,M,20.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
Aleksandr Nikolayevich Sukhorukov,M,24.0,Russia,RUS,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
Aleksandr Nikolayevich Sukhorukov,M,28.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
Aleksandr Nikolayevich Sukhorukov,M,28.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
Yuriy Oleksandrovych Sukhorukov,M,36.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Men's Air Rifle, 10 metres",
Yuriy Oleksandrovych Sukhorukov,M,36.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",
Yuriy Oleksandrovych Sukhorukov,M,36.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
Yuriy Oleksandrovych Sukhorukov,M,40.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Silver
Yuriy Oleksandrovych Sukhorukov,M,40.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
Pavel Vladimirovich Sukhov,M,24.0,Russia,RUS,2012 Summer,2012,Summer,London,Fencing,"Fencing Men's epee, Individual",
Pavel Vladimirovich Sukhov,M,28.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's epee, Individual",
Pavel Vladimirovich Sukhov,M,28.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's epee, Team",
Apinan Sukkaarphai,M,24.0,Thailand,THA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,
Nootcharin Sukkhongdumnoen,F,26.0,Thailand,THA,2004 Summer,2004,Summer,Athina,Taekwondo,Taekwondo Women's Featherweight,
Jevgenijus uklinas,M,26.0,Lithuania,LTU,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",Silver
Sandro Sukno,M,22.0,Croatia,CRO,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Gold
Sandro Sukno,M,26.0,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Silver
"Grigory ""Greg"" Sukochev",M,24.0,Australia,AUS,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,
Pavel Alekseyevich Sukosyan,M,38.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Handball,Handball Men's Handball,Gold
"Supanara Suksawat, Na Ayutthaya",M,20.0,Thailand,THA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Long Jump,
liby krov,M,27.0,Azerbaijan,AZE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,
I Gusti Made Oka Sulaksana,M,29.0,Indonesia,INA,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Men's Windsurfer,
I Gusti Made Oka Sulaksana,M,33.0,Indonesia,INA,2004 Summer,2004,Summer,Athina,Sailing,Sailing Men's Windsurfer,
I Gusti Made Oka Sulaksana,M,37.0,Indonesia,INA,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Men's Windsurfer,
Juancarlos Antonio Juan-Carlos Sulbaran,M,18.0,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,
Niklas Sle,M,20.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Silver
Abdul Rahman Ahmed Suleiman,M,20.0,Qatar,QAT,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 1,500 metres",
Mohamed Ahmed Suleiman,M,30.0,Qatar,QAT,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 5,000 metres",
Servin Kudusovych Suleimanov,M,20.0,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Featherweight,
Joanna Sulej,F,20.0,Poland,POL,2010 Winter,2010,Winter,Vancouver,Figure Skating,Figure Skating Mixed Pairs,
Naim Sleymanolu,M,33.0,Turkey,TUR,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Men's Featherweight,
Nurhan Sleymanolu,M,29.0,Turkey,TUR,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Light-Welterweight,
Elxan Sleymanov,M,26.0,Azerbaijan,AZE,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Men's Featherweight,
Ilyas Duysenovich Suleymenov,M,21.0,Kazakhstan,KAZ,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Flyweight,
Ilirjan Suli,M,24.0,Albania,ALB,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Men's Middleweight,
Renato Suli,M,28.0,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,
Alex Misael Suligoy,M,21.0,Argentina,ARG,2012 Summer,2012,Summer,London,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
Linn Jrum Sulland,F,28.0,Norway,NOR,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Gold
"Andrew Derek ""Drew"" Sullivan",M,32.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Basketball,Basketball Men's Basketball,
Eamon Wade Sullivan,M,18.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
Eamon Wade Sullivan,M,22.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 50 metres Freestyle,
Eamon Wade Sullivan,M,22.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Freestyle,Silver
Eamon Wade Sullivan,M,22.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
Eamon Wade Sullivan,M,22.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
Eamon Wade Sullivan,M,26.0,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 50 metres Freestyle,
Eamon Wade Sullivan,M,26.0,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
Erik Thomas Sullivan,M,28.0,United States,USA,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Men's Volleyball,
Erik Thomas Sullivan,M,32.0,United States,USA,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Men's Volleyball,
Joseph Sullivan,M,25.0,New Zealand,NZL,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Double Sculls,Gold
Kevin Roy Sullivan,M,26.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 1,500 metres",
Kevin Roy Sullivan,M,30.0,Canada,CAN,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 1,500 metres",
Kevin Roy Sullivan,M,34.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 1,500 metres",
Kevin Roy Sullivan,M,34.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 5,000 metres",
Marco Timothy Sullivan,M,21.0,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Downhill,
Marco Timothy Sullivan,M,21.0,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Super G,
Marco Timothy Sullivan,M,29.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Men's Downhill,
Marco Timothy Sullivan,M,29.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Men's Super G,
Marco Timothy Sullivan,M,33.0,United States,USA,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Downhill,
Monique Sullivan,F,23.0,Canada,CAN,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Sprint,
Monique Sullivan,F,23.0,Canada,CAN,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Keirin,
Monique Sullivan,F,27.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Sprint,
Monique Sullivan,F,27.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Keirin,
Monique Sullivan,F,27.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Sprint,
"Nicholas Alexander ""Nick"" Sullivan",M,22.0,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Luge,Luge Men's Singles,
Rebecca Sullivan,F,28.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Judo,Judo Women's Half-Lightweight,
Anwer Sultan,M,38.0,India,IND,2000 Summer,2000,Summer,Sydney,Shooting,Shooting Men's Trap,
Faye Sultan Hussain,F,17.0,Kuwait,KUW,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 50 metres Freestyle,
Faye Sultan Hussain,F,21.0,Individual Olympic Athletes,IOA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
Hassan Sultan,M,21.0,Egypt,EGY,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Men's Water Polo,
Majed Saeed Sultan,M,16.0,Qatar,QAT,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,
Majid Mohamed Al-Ali Sultan,M,16.0,Kuwait,KUW,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Heavyweight,
Marwa Sultan,F,17.0,Egypt,EGY,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Women's Air Rifle, 10 metres",
Simret Sultan Ghebermichael,F,24.0,Eritrea,ERI,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Women's 5,000 metres",
Sabrina Sultana,F,25.0,Bangladesh,BAN,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Women's Air Rifle, 10 metres",
Sabrina Sultana,F,25.0,Bangladesh,BAN,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",
Basharmal Sultani,M,19.0,Afghanistan,AFG,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Welterweight,
Bakhodirdzhon Sultanov,M,19.0,Uzbekistan,UZB,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Bantamweight,Bronze
Bakhodirdzhon Sultanov,M,23.0,Uzbekistan,UZB,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Featherweight,
Rafikzhon Sultanov,M,20.0,Uzbekistan,UZB,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Light-Flyweight,
Kurt Sulzenbacher,M,25.0,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Downhill,
Kurt Sulzenbacher,M,25.0,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Super G,
Kurt Sulzenbacher,M,25.0,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Combined,
Kurt Sulzenbacher,M,29.0,Italy,ITA,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Men's Downhill,
Alexander Sulzer,M,21.0,Germany,GER,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,
Alexander Sulzer,M,25.0,Germany,GER,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,
Eunice Jepkoech Sum,F,24.0,Kenya,KEN,2012 Summer,2012,Summer,London,Athletics,"Athletics Women's 1,500 metres",
Eunice Jepkoech Sum,F,28.0,Kenya,KEN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 800 metres,
Christoph Sumann,M,26.0,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 10 kilometres Sprint,
Christoph Sumann,M,26.0,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 20 kilometres,
Christoph Sumann,M,26.0,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,
Christoph Sumann,M,30.0,Austria,AUT,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 10 kilometres Sprint,
Christoph Sumann,M,30.0,Austria,AUT,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,
Christoph Sumann,M,30.0,Austria,AUT,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 15 kilometres Mass Start,
Christoph Sumann,M,30.0,Austria,AUT,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,
Christoph Sumann,M,34.0,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 10 kilometres Sprint,
Christoph Sumann,M,34.0,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,Silver
Christoph Sumann,M,34.0,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 15 kilometres Mass Start,
Christoph Sumann,M,34.0,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 20 kilometres,
Christoph Sumann,M,34.0,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
Christoph Sumann,M,38.0,Austria,AUT,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 10 kilometres Sprint,
Christoph Sumann,M,38.0,Austria,AUT,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,
